clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness,kurtosis,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
617,248,1,20,161.566,794.224,0.777418,2.7614,0.282759,0.662749,0.163977,2.86874,2.8687,0.164887,0.0772805,1.54717,1.54369,3.95883,-2.62244,0.7236,2.50662,0.259804,255.06,1,0.000180933,-3.8584e-10,-471.465,207.555,0.637431,6.09653,0.637431,-0.186647,379.113,1,1
618,248,2,19,161.566,815.547,1.47285,-2.1897,0.230541,0.678341,0.156496,2.63896,2.63886,0.15976,0.128457,2.78694,2.7902,-1.34098,-1.77975,1.4472,-1.87997,0.307225,271.916,1,0.000180933,-3.8584e-10,442.092,140.772,0.637431,6.09653,0.637431,-0.186647,379.113,1,1
619,248,3,14,161.566,392.761,1.92699,-2.64541,0.284858,0.695967,0.130883,3.27284,3.27274,0.134879,0.156013,2.73492,2.73236,-1.52029,2.35631,1.809,-2.50662,-0.0340825,257.135,1,0.000180933,-3.8584e-10,590.825,215.318,0.637431,6.09653,0.637431,-0.186647,379.113,1,1
620,248,4,9,161.566,250.628,2.13046,-2.70929,0.357733,0.524068,0.110037,3.44661,3.4465,0.116195,0.251057,4.17499,4.17735,-1.09688,-3.08826,2.3517,-2.81995,-0.146655,95.9593,1,0.000180933,-3.8584e-10,651.248,264.258,0.637431,6.09653,0.637431,-0.186647,379.113,1,1
621,248,8,12,161.566,395.214,0.286382,-3.18861,0.346053,0.540941,0.129585,3.20145,3.20143,0.130804,0.108623,1.94116,1.94439,-8.05902,-7.30224,0.3618,-3.75993,-0.150579,104.97,0,0.000180933,-3.8584e-10,650.296,-76.2903,0.637431,6.09653,0.637431,-0.186647,379.113,1,1
622,249,2,15,74.5001,1484.95,-1.4607,0.433504,0.515029,0.473235,0.138505,1.52367,1.52382,0.139265,0.048914,1.83781,1.83948,-0.332026,-0.426931,-1.2663,0.313328,0.837333,87.0205,1,0.000156123,-3.55487e-10,-101.747,-197.01,0.539287,6.14667,0.539287,-0.136507,365.256,1,1
623,249,4,9,74.5001,265.149,-1.35613,2.29928,0.463094,0.565573,0.0825621,2.66942,2.6695,0.0836119,0.0630172,1.35556,1.35267,-1.60732,0.991236,-1.2663,2.19329,-0.0364636,152.683,0,0.000156123,-3.55487e-10,-467.405,-160.482,0.539287,6.14667,0.539287,-0.136507,365.256,1,1
624,249,5,8,74.5001,224.724,2.69734,-0.0295476,0.475161,0.505555,0.0855558,2.6975,2.69735,0.0897724,0.147192,3.12816,3.12813,-0.0656447,1.22321,2.1708,0,0.051381,75.2622,1,0.000156123,-3.55487e-10,70.4891,440.65,0.539287,6.14667,0.539287,-0.136507,365.256,1,1
625,249,7,14,74.5001,249.877,1.66981,2.62847,0.244328,0.594069,0.184431,3.11402,3.11394,0.185309,0.0993567,1.82603,1.82845,1.46853,1.46182,1.4472,2.50662,0.130974,135.582,0,0.000156123,-3.55487e-10,-419.671,311.933,0.539287,6.14667,0.539287,-0.136507,365.256,1,1
626,249,8,4,74.5001,85.295,-1.60957,2.78785,0.654528,0.372935,0,3.21914,3.21921,1.70603e-05,0.000147266,0.000214649,0.00262105,-1.73207,-0.0002,-1.809,3.13328,-0.457967,22.018,0,0.000156123,-3.55487e-10,-579.876,-200.616,0.539287,6.14667,0.539287,-0.136507,365.256,1,1
627,251,2,32,189.617,3736.57,1.67854,-0.5105,0.3706,0.639935,0.16385,1.75446,1.7543,0.163857,0.00407675,0.134744,0.133148,-0.306703,0.0357853,1.2663,-0.313328,0.861642,311.163,1,0.000167991,-3.71543e-10,67.5685,218.795,0.585436,6.32596,0.585436,0.0427827,399.406,1,1
628,251,9,25,189.617,2039.2,0.406575,-2.22095,0.375072,0.694313,0.149832,2.25786,2.25783,0.150055,0.0272399,0.695462,0.691269,-5.86353,1.35169,0.3618,-1.87997,0.745405,389.607,0,0.000167991,-3.71543e-10,349.184,67.7342,0.585436,6.32596,0.585436,0.0427827,399.406,1,1
629,252,0,22,117.345,858.957,-2.11755,1.31344,0.31109,0.736344,0.220883,2.49182,2.49197,0.222032,0.0800313,1.83821,1.84041,-0.665608,-0.796168,-1.809,1.25331,0.254939,396.904,1,0.000181513,-3.86393e-10,-332.995,-139.303,0.639807,5.78103,0.639807,-0.502147,416.443,1,1
630,252,1,7,117.345,161.623,2.53046,-1.80037,0.388249,0.577955,0.0889774,3.10557,3.10542,0.0891588,0.030915,0.57234,0.570399,-0.726632,0.317965,3.0753,-2.19329,-0.0346941,120.356,1,0.000181513,-3.86393e-10,581.031,212.42,0.639807,5.78103,0.639807,-0.502147,416.443,1,1
631,252,3,11,117.345,241.389,-2.89142,1.88635,0.3405,0.441736,0.214249,3.45233,3.45249,0.214921,0.151743,2.51741,2.51906,-0.716924,-1.5471,-3.4371,2.19329,0.134042,36.7485,1,0.000181513,-3.86393e-10,-545.433,-213.835,0.639807,5.78103,0.639807,-0.502147,416.443,1,1
632,253,0,15,55.4763,367.514,1.18747,2.34155,0.274117,0.603481,0.164048,2.62545,2.62538,0.165618,0.102859,2.24837,2.24536,2.17991,-2.04832,1.0854,1.87997,0.098861,166.702,0,0.000154399,-3.52943e-10,-397.445,121.149,0.532694,6.40446,0.532694,0.121283,378.97,1,1
633,253,2,7,55.4763,191.721,2.63636,-1.11262,0.455083,0.46345,0.101675,2.86152,2.86138,0.103434,0.120218,2.40674,2.40794,-0.373375,-1.06357,2.3517,-0.939984,0.251851,54.2734,1,0.000154399,-3.52943e-10,141.075,422.791,0.532694,6.40446,0.532694,0.121283,378.97,1,1
634,253,3,12,55.4763,646.694,-1.39491,1.55618,0.404978,0.574567,0.124533,2.08985,2.08996,0.124536,0.00359934,0.0955235,0.0986754,-1.11936,-0.0433644,-1.0854,1.25331,0.422213,135.284,0,0.000154399,-3.52943e-10,-217.755,-213.187,0.532694,6.40446,0.532694,0.121283,378.97,1,1
635,253,8,11,55.4763,217.036,-1.18005,2.96838,0.317901,0.527299,0.163014,3.19434,3.1944,0.163913,0.109198,1.95642,1.95899,-2.78931,-2.67942,-1.0854,2.50662,0.0971383,82.9793,1,0.000154399,-3.52943e-10,-470.444,-226.726,0.532694,6.40446,0.532694,0.121283,378.97,1,1
636,253,9,18,55.4763,1408.93,1.21809,0.986379,0.462699,0.588001,0.137514,1.56738,1.56726,0.137792,0.0239769,0.873028,0.87658,0.784852,0.251731,0.7236,0.626656,1.04585,258.026,0,0.000154399,-3.52943e-10,-162.013,134.629,0.532694,6.40446,0.532694,0.121283,378.97,1,1
637,254,9,8,26.2826,134.231,1.59781,1.78171,0.426295,0.583409,0.102422,2.39321,2.39332,0.110243,0.169947,4.07477,4.07193,0.967041,1.96159,1.0854,1.25331,0.167016,106.253,0,-0.00015929,-3.01081e-10,-409.785,106.729,0.634201,6.63213,0.634201,0.348943,361.18,1,1
638,255,9,14,53.7613,272.025,1.08416,2.716,0.229442,0.624948,0.160362,2.92439,2.92445,0.16048,0.0297528,0.585525,0.582927,2.43267,0.651764,1.2663,3.4466,-0.291778,201.621,0,-0.000142807,-2.83894e-10,-288.337,346.945,0.560042,5.72133,0.560042,-0.561857,460.217,1,1
639,256,7,5,22.3582,147.256,1.60604,0.523229,0.579596,0.288274,0.114056,1.68912,1.68927,0.11468,0.07621,2.58411,2.58573,0.376456,-0.674736,1.809,0.626656,0.254643,8.75847,0,-0.000154623,-2.96789e-10,66.4707,309.762,0.612818,5.66473,0.612818,-0.618457,355.814,1,1
640,257,1,6,21.8389,108.547,-0.239951,-2.44967,0.510811,0.401312,0.105375,2.46139,2.46141,0.107055,0.120108,2.80063,2.79694,6.77604,-6.83042,-0.1809,-2.19329,0.15684,29.7756,0,0.000159304,-3.60047e-10,206.601,-359.879,0.551528,5.32321,0.551528,-0.959967,427.283,1,1
641,258,4,15,21.2754,420.897,0.660187,-2.16147,0.319857,0.585672,0.142693,2.26004,2.26009,0.142708,0.00818216,0.203666,0.207428,-3.31617,0.230728,0.5427,-1.56664,0.416669,165.241,0,-0.00015515,-2.97297e-10,179.534,191.65,0.615215,6.85309,0.615215,0.569903,559.739,1,1
642,258,6,20,21.2754,1190.44,-1.4562,0.666075,0.446833,0.701148,0.140115,1.6013,1.60116,0.142802,0.0642496,2.30203,2.29972,-0.506928,-0.597944,-0.9045,0.313328,1.28273,544.496,1,-0.00015515,-2.97297e-10,5.5455,-153.113,0.615215,6.85309,0.615215,0.569903,559.739,1,1
643,259,3,25,119.821,7054.59,0.525315,-0.953642,0.70039,0.436581,0.112134,1.08876,1.08868,0.114058,0.0538376,2.84188,2.83456,-2.04972,1.02081,0.3618,-0.626656,1.38533,107.965,0,0.000158779,-3.5931e-10,75.4355,156.829,0.549503,6.98145,0.549503,0.698273,401.632,1,1
644,259,4,10,119.821,299.734,2.06056,2.68255,0.318179,0.522424,0.133504,3.3826,3.3825,0.133993,0.0765983,1.29547,1.2976,1.24265,1.01145,1.809,2.50662,0.174657,102.046,0,0.000158779,-3.5931e-10,-574.81,-71.8968,0.549503,6.98145,0.549503,0.698273,401.632,1,1
645,259,6,33,119.821,7659.56,0.502653,0.841621,0.731331,0.372864,0.13391,0.980299,0.980218,0.13436,0.0309419,1.80095,1.80892,1.56075,0.473523,0.3618,0.626656,1.4481,69.2874,0,0.000158779,-3.5931e-10,-125.977,-27.8996,0.549503,6.98145,0.549503,0.698273,401.632,1,1
646,260,6,12,64.8505,206.881,-3.18174,-0.170914,0.258356,0.591045,0.154326,3.18633,3.18619,0.163317,0.298442,5.37449,5.37462,-0.0401587,-2.47669,-3.0753,-0.313328,0.16838,151.137,1,-0.000138557,-2.78602e-10,-221.395,-385.477,0.541487,5.69256,0.541487,-0.590627,448.175,1,1
647,261,2,23,127.573,1539.68,2.07218,-0.739136,0.344229,0.68001,0.169235,2.20006,2.1999,0.170446,0.0677572,1.76353,1.765,-0.322366,-0.589857,1.809,-0.626656,0.387828,275.787,1,0.000167909,-3.71441e-10,263.918,108.438,0.58511,5.50569,0.58511,-0.777487,420.951,1,1
648,261,6,27,127.573,2129.53,0.207105,-2.04201,0.371793,0.714518,0.165787,2.05249,2.05247,0.165788,0.00088042,0.0292407,0.0245774,-9.91016,0.0865126,0.1809,-1.56664,0.761828,449.723,0,0.000167909,-3.71441e-10,223.118,-185.282,0.58511,5.50569,0.58511,-0.777487,420.951,1,1
649,261,8,19,127.573,941.357,-2.54367,0.943802,0.289433,0.707927,0.169912,2.71312,2.71328,0.170088,0.0305385,0.643657,0.64489,-0.383874,-0.270703,-1.809,0.626656,0.187649,309.086,1,0.000167909,-3.71441e-10,-331.07,-131.08,0.58511,5.50569,0.58511,-0.777487,420.951,1,1
650,262,3,17,57.0829,1426.61,-0.705221,1.2228,0.606712,0.444035,0.126266,1.41159,1.41168,0.126627,0.0316586,1.27896,1.28504,-1.82698,-0.544123,-0.5427,0.939984,0.755562,68.6557,0,0.000172904,-3.77391e-10,-229.766,73.7584,0.604953,5.52857,0.604953,-0.754607,368.222,1,1
651,263,0,11,26.1494,489.335,1.32655,-0.725995,0.512992,0.439454,0.136966,1.51222,1.51235,0.136996,0.0103357,0.388931,0.391575,-0.556134,0.0973939,1.0854,-0.626656,0.766559,59.1387,0,-0.000145369,-2.86924e-10,240.293,-0.675539,0.57133,5.27204,0.57133,-1.01115,349.655,1,1
652,263,5,13,26.1494,1200.68,-0.503297,-0.847154,0.7806,0.328003,0.0961236,0.985382,0.985308,0.0978311,0.0571769,3.31945,3.32671,1.48066,-0.845303,-0.3618,-0.626656,1.06955,26.0628,0,-0.000145369,-2.86924e-10,17.7585,-185.537,0.57133,5.27204,0.57133,-1.01115,349.655,1,1
653,264,3,13,31.4498,1258.9,0.533275,-0.0455247,0.759433,0.284882,0.138843,0.535215,0.535026,0.144275,0.0843419,9.07172,9.06999,-0.248422,0.721,0.3618,0,1.72889,22.3476,0,0.000189801,-3.93446e-10,31.1269,60.6553,0.674237,5.9695,0.674237,-0.313677,364.338,1,1
654,264,7,8,31.4498,171.807,2.3245,-0.261823,0.54308,0.372195,0.141556,2.3392,2.33901,0.141859,0.0628944,1.54135,1.54083,-0.139969,0.526817,2.3517,-0.313328,-0.183309,22.4203,0,0.000189801,-3.93446e-10,166.681,348.554,0.674237,5.9695,0.674237,-0.313677,364.338,1,1
655,264,8,11,31.4498,423.14,1.73524,-0.296222,0.531354,0.427578,0.131623,1.76034,1.76016,0.132024,0.0445023,1.44773,1.44877,-0.144812,-0.372629,1.6281,-0.313328,0.527941,42.2471,1,0.000189801,-3.93446e-10,130.32,235.299,0.674237,5.9695,0.674237,-0.313677,364.338,1,1
656,265,4,27,101.053,2024.27,1.05502,1.4432,0.285376,0.65501,0.171065,1.78771,1.78761,0.174259,0.0938992,3.0065,3.01101,1.22724,1.23081,0.7236,1.25331,1.00409,388.255,0,0.000174148,-3.7879e-10,-85.689,238.105,0.609935,5.59197,0.609935,-0.691207,394.915,1,1
657,265,7,10,101.053,226.401,2.907,-0.220729,0.347397,0.43436,0.171834,2.91536,2.91519,0.172317,0.0942313,1.85211,1.85236,-0.0434871,-0.782029,3.4371,-0.313328,-0.0257663,35.133,1,0.000174148,-3.7879e-10,329.176,331.965,0.609935,5.59197,0.609935,-0.691207,394.915,1,1
658,268,4,15,161.609,468.492,-0.563984,-2.89438,0.353701,0.636051,0.133946,2.94881,2.94885,0.13429,0.0455805,0.889299,0.885658,4.73898,-1.83803,-0.5427,-2.81995,0.188876,212.927,0,0.000190876,-3.94235e-10,614.948,22.8145,0.67877,6.47218,0.67877,0.189003,382.401,1,1
659,269,3,9,195.266,159.844,-1.16737,-3.34785,0.380027,0.449442,0.179445,3.54554,3.54561,0.17979,0.0957568,1.54463,1.54758,3.13746,2.6096,-1.0854,-3.13328,-0.0682158,57.1968,1,0.000193338,-3.95933e-10,618.385,561.884,0.68922,7.27736,0.68922,0.994183,453.942,1,1
660,269,4,22,195.266,1610.32,-2.41008,-0.354278,0.381437,0.608585,0.153838,2.43598,2.43618,0.154209,0.0442228,1.04078,1.04012,0.128488,-0.36991,-1.9899,-0.313328,0.370213,189.41,0,0.000193338,-3.95933e-10,309.819,-128.258,0.68922,7.27736,0.68922,0.994183,453.942,1,1
661,270,2,7,35.676,220.159,1.12128,-1.75015,0.427923,0.402779,0.123783,2.07853,2.07862,0.13626,0.308897,8.55001,8.54621,-1.14242,-3.89033,0.9045,-1.56664,0.0497457,30.2387,0,-0.000163411,-3.04459e-10,392.657,50.6737,0.653366,5.92264,0.653366,-0.360547,388.567,1,1
662,270,5,9,35.676,817.67,0.291975,-1.32483,0.625186,0.39319,0.104998,1.35662,1.35666,0.104999,0.00104243,0.0507643,0.0440247,-4.51843,-0.0461232,0.3618,-1.25331,0.831099,46.3767,0,-0.000163411,-3.04459e-10,250.577,-45.0911,0.653366,5.92264,0.653366,-0.360547,388.567,1,1
663,271,0,11,58.5795,276.4,2.18723,-1.67113,0.404772,0.553864,0.1197,2.75257,2.75244,0.127246,0.219717,4.5764,4.57858,-0.644576,-2.16662,1.9899,-1.56664,-0.0470376,120.355,1,0.00017245,-3.76869e-10,468.529,3.86411,0.603137,5.46044,0.603137,-0.822737,387.781,1,1
664,271,3,16,58.5795,1035.1,-1.34066,1.016,0.433321,0.570635,0.147756,1.68214,1.68228,0.148518,0.0458403,1.55789,1.56144,-0.801551,-0.48599,-1.2663,0.939984,0.640359,170.453,1,0.00017245,-3.76869e-10,-245.02,-3.4198,0.603137,5.46044,0.603137,-0.822737,387.781,1,1
665,271,4,10,58.5795,241.174,-0.444231,-2.37608,0.400856,0.481824,0.137087,2.41725,2.41729,0.137505,0.0560562,1.33281,1.32879,4.73611,-2.2567,-0.3618,-1.87997,0.0907659,59.3743,0,0.00017245,-3.76869e-10,261.441,-386.65,0.603137,5.46044,0.603137,-0.822737,387.781,1,1
666,271,6,10,58.5795,274.953,0.481898,-2.31354,0.370121,0.467612,0.145868,2.3632,2.36316,0.145877,0.00860949,0.204648,0.208741,-4.71645,-0.337442,0.5427,-2.19329,-0.0774931,71.3344,0,0.00017245,-3.76869e-10,362.708,-279.408,0.603137,5.46044,0.603137,-0.822737,387.781,1,1
667,271,8,12,58.5795,216.714,0.13821,2.75368,0.282086,0.650719,0.14702,2.75714,2.75713,0.149093,0.10775,2.24329,2.23971,90.9377,-81.383,0.1809,2.81995,0.301248,229.339,0,0.00017245,-3.76869e-10,-344.522,401.195,0.603137,5.46044,0.603137,-0.822737,387.781,1,1
668,271,9,20,58.5795,1434.01,0.463524,-1.45753,0.495758,0.535672,0.141289,1.52946,1.52941,0.142218,0.048019,1.79306,1.79922,-2.83416,-1.1926,0.3618,-1.25331,0.93202,169.582,0,0.00017245,-3.76869e-10,206.674,-128.723,0.603137,5.46044,0.603137,-0.822737,387.781,1,1
669,272,0,32,171.195,4427.08,-0.0236253,1.56704,0.432151,0.627019,0.161847,1.56722,1.56722,0.16185,0.00274035,0.105962,0.100184,-75.6052,-1.8172,0,1.25331,1.34088,442.911,1,-0.00015807,-3.00007e-10,-228.333,87.1359,0.628578,5.91087,0.628578,-0.372317,393.026,1,1
670,272,2,12,171.195,284.594,2.15992,-2.59082,0.375071,0.567338,0.12613,3.37307,3.37317,0.126402,0.0505886,0.861379,0.859316,-1.16348,-0.645071,2.1708,-2.50662,-0.0278285,126.93,1,-0.00015807,-3.00007e-10,643.546,141.683,0.628578,5.91087,0.628578,-0.372317,393.026,1,1
671,272,3,8,171.195,236.534,2.61716,2.14492,0.409704,0.504,0.114014,3.38382,3.38394,0.121758,0.294521,4.99136,4.99306,0.976817,-3.41262,2.7135,2.19329,-0.021866,66.1775,0,-0.00015807,-3.00007e-10,-257.776,559.799,0.628578,5.91087,0.628578,-0.372317,393.026,1,1
672,272,5,18,171.195,833.855,2.16521,1.82789,0.298487,0.675923,0.147917,2.83361,2.83373,0.148116,0.033019,0.669696,0.667634,0.824383,0.355911,2.1708,1.87997,0.107297,250.63,1,-0.00015807,-3.00007e-10,-193.709,418.549,0.628578,5.91087,0.628578,-0.372317,393.026,1,1
673,273,3,11,73.2277,305.827,2.64221,-0.871263,0.369706,0.470697,0.155074,2.78216,2.78229,0.155654,0.0840396,1.7318,1.73089,-0.296556,-0.727186,3.0753,-0.939984,-0.13312,58.4063,1,-0.000139869,-2.80272e-10,20.8852,415.138,0.547192,6.59489,0.547192,0.311703,410.422,1,1
674,273,7,5,73.2277,128.582,0.244657,-3.58288,0.665801,0.274712,0.109225,3.59122,3.59123,0.115725,0.544806,8.7235,8.72573,11.8662,-53.7813,0.1809,-3.4466,-0.0264396,7.74767,0,-0.000139869,-2.80272e-10,565.363,225.448,0.547192,6.59489,0.547192,0.311703,410.422,1,1
675,274,1,25,75.5271,3984.2,0.889636,0.0890241,0.501515,0.416341,0.156684,0.894079,0.893898,0.161986,0.0952559,6.11835,6.11719,0.209508,-0.807315,0.7236,0,1.14124,81.0393,0,0.000182067,-3.86915e-10,43.3102,82.6902,0.642078,5.62042,0.642078,-0.662757,411.283,2,0.994209
676,274,4,11,75.5271,265.438,-1.9096,-2.05192,0.386505,0.477471,0.177164,2.80303,2.80315,0.177221,0.028406,0.577899,0.580623,1.0965,0.347889,-1.9899,-2.19329,-0.154057,55.8416,1,0.000182067,-3.86915e-10,128.711,-480.978,0.642078,5.62042,0.642078,-0.662757,411.283,1,1
677,274,6,25,75.5271,1591.17,-0.728677,1.54485,0.336496,0.683922,0.178041,1.70808,1.70816,0.180366,0.0746817,2.50029,2.50581,-2.38448,-1.59759,-0.5427,0.939984,1.00653,480.653,1,0.000182067,-3.86915e-10,-245.666,79.9137,0.642078,5.62042,0.642078,-0.662757,411.283,1,1
678,275,8,9,123.387,187.615,-2.60589,2.37491,0.382699,0.424102,0.18084,3.52575,3.52587,0.180894,0.0405024,0.65631,0.658182,-0.932554,-0.457891,-2.3517,2.19329,0.10507,35.527,0,0.000171011,-3.75197e-10,-572.866,-271.647,0.597403,5.99745,0.597403,-0.285727,422.409,1,1
679,276,2,14,66.8417,442.075,-1.11841,2.53633,0.307783,0.646038,0.133451,2.77196,2.7719,0.133591,0.0268055,0.550913,0.554085,-2.20999,0.536084,-1.0854,2.50662,0.248672,213.486,1,-0.00016769,-3.07537e-10,-457.705,75.9646,0.673573,5.77816,0.673573,-0.505027,435.254,2,0.946516
680,276,3,24,66.8417,3580.69,-0.522295,-0.357073,0.54924,0.371429,0.18624,0.632688,0.632549,0.187319,0.0395145,3.57295,3.58152,0.595788,-0.380565,-0.5427,-0.313328,1.09005,48.0608,0,-0.00016769,-3.07537e-10,8.36503,-51.0726,0.673573,5.77816,0.673573,-0.505027,435.254,1,1
681,277,0,6,108.401,105.723,2.67086,1.76845,0.583932,0.33577,0.104712,3.20327,3.20311,0.10887,0.299199,5.36161,5.35976,0.806071,-3.18782,2.8944,1.87997,-0.413044,18.2554,0,0.000187903,-3.9198e-10,-545.346,396.884,0.666271,6.50251,0.666271,0.219333,358.072,1,1
682,277,3,20,108.401,1339.81,-0.882413,1.69316,0.38734,0.707544,0.142435,1.90931,1.90939,0.144984,0.0745714,2.23326,2.23826,-2.11613,-1.44393,-0.7236,1.25331,1.27609,657.218,1,0.000187903,-3.9198e-10,-277.424,-187.002,0.666271,6.50251,0.666271,0.219333,358.072,1,1
683,277,9,22,108.401,4935.05,-0.00726026,1.03101,0.611015,0.481354,0.121915,1.03104,1.03104,0.121968,0.00791061,0.429163,0.439605,2229.48,142.767,0,0.626656,-1.57249,182.385,1,0.000187903,-3.9198e-10,-215.027,-48.353,0.666271,6.50251,0.666271,0.219333,358.072,1,1
684,278,5,14,48.489,452.432,2.33277,1.02466,0.309507,0.695303,0.134239,2.54789,2.54775,0.135249,0.0616094,1.38704,1.38566,0.46844,-0.564725,1.809,0.626656,0.506651,300.766,0,0.0001534,-3.51442e-10,-287.62,156.269,0.528882,6.88683,0.528882,0.603653,421.356,1,1
685,279,0,12,56.8539,327.3,-0.685455,2.76253,0.368497,0.64051,0.14343,2.8463,2.84634,0.147376,0.154467,3.11406,3.1109,-3.26084,4.37291,-0.5427,2.19329,0.422376,209.036,1,0.0001619,-3.63631e-10,-325.246,328.088,0.561584,5.28641,0.561584,-0.996767,390.675,1,1
686,279,7,14,56.8539,811.01,-0.962541,-1.6496,0.504311,0.55193,0.102156,1.90989,1.90997,0.103206,0.0517126,1.54728,1.55148,1.82531,0.889993,-0.7236,-1.25331,0.745595,166.443,1,0.0001619,-3.63631e-10,28.0177,-287.822,0.561584,5.28641,0.561584,-0.996767,390.675,1,1
687,280,1,8,32.0159,133.713,-1.23179,2.76064,0.407133,0.586863,0.103766,3.02298,3.02292,0.110388,0.197077,3.73544,3.738,-1.89813,3.5036,-1.0854,2.50662,0.432651,144.311,1,-0.00014783,-2.89716e-10,-399.311,304.73,0.582251,5.26524,0.582251,-1.01795,354.975,1,1
688,280,6,7,32.0159,133.228,1.15617,1.9103,0.458252,0.43915,0.107168,2.23293,2.23301,0.109048,0.105692,2.71616,2.71292,1.48817,1.57314,0.9045,1.56664,-0.093386,40.4483,0,-0.00014783,-2.89716e-10,-29.6245,447.117,0.582251,5.26524,0.582251,-1.01795,354.975,1,1
689,281,3,9,24.6117,166.665,1.62559,-1.48845,0.456959,0.446436,0.133231,2.20409,2.20397,0.133662,0.0555169,1.4406,1.4434,-0.870447,-0.609153,1.6281,-1.56664,-0.107431,48.7948,0,0.000159699,-3.60601e-10,360.815,153.388,0.553053,5.93932,0.553053,-0.343857,359.474,1,1
690,282,1,15,88.9439,379.325,1.61684,-2.83498,0.353098,0.611587,0.140381,3.26363,3.26371,0.140675,0.0498914,0.878221,0.875898,-1.69258,-0.815424,1.4472,-2.50662,0.238828,163.278,1,-0.000152335,-2.94512e-10,473.277,118.843,0.602449,6.07628,0.602449,-0.206907,485.528,1,1
691,282,3,17,88.9439,657.026,2.83296,0.272474,0.303527,0.578146,0.149039,2.84603,2.84618,0.150001,0.0864168,1.7402,1.7399,0.0656069,0.718181,2.7135,0.313328,-0.026836,132.236,1,-0.000152335,-2.94512e-10,35.4961,352.791,0.602449,6.07628,0.602449,-0.206907,485.528,1,1
692,283,0,4,24.0156,84.742,2.04327,1.26839,0.624543,0.270358,0.135399,2.40494,2.40507,0.14271,0.463417,11.1076,11.1094,0.930496,-5.24765,1.809,1.25331,0.697749,5.57027,0,-0.000148341,-2.90279e-10,79.4456,399.877,0.584526,5.42545,0.584526,-0.857737,407.817,1,1
693,284,6,8,32.0736,133.72,1.66343,2.38972,0.360492,0.516828,0.126223,2.91166,2.91156,0.127258,0.0941006,1.85472,1.8521,1.54068,-1.43524,1.6281,2.19329,0.371067,88.2948,0,0.000162178,-3.6401e-10,-458.509,-4.58085,0.562664,6.82111,0.562664,0.537933,374.91,1,1
694,285,0,16,36.3418,1307.35,0.921598,-0.895601,0.574434,0.502918,0.174503,1.28509,1.2852,0.182971,0.149913,6.70336,6.69857,-0.76669,-1.56734,0.7236,-0.626656,1.14382,139.141,0,-0.000154206,-2.96385e-10,185.161,-39.3063,0.610922,5.40526,0.610922,-0.877927,384.422,1,1
695,285,7,10,36.3418,305.706,2.07226,-0.290958,0.45161,0.479753,0.116996,2.09259,2.09274,0.117233,0.0335319,0.918673,0.918086,-0.124091,-0.280333,1.9899,-0.313328,0.324345,64.4193,0,-0.000154206,-2.96385e-10,272.493,158.864,0.610922,5.40526,0.610922,-0.877927,384.422,1,1
696,286,3,19,44.5037,1787.19,-1.45714,0.200076,0.338334,0.532718,0.16345,1.47081,1.47096,0.165387,0.0732047,2.85178,2.85259,-0.188411,-0.617446,-1.0854,0,0.789231,149.189,1,0.000152608,-3.50244e-10,2.52889,-165.34,0.52587,6.46728,0.52587,0.184103,450.884,1,1
697,286,6,18,44.5037,1217.88,0.517216,-1.59601,0.51463,0.543946,0.139775,1.67772,1.67768,0.140631,0.0494601,1.68444,1.6894,-2.80209,-1.21662,0.3618,-1.25331,0.962959,174.117,0,0.000152608,-3.50244e-10,196.935,100.573,0.52587,6.46728,0.52587,0.184103,450.884,1,1
698,286,9,10,44.5037,188.199,0.798117,-2.69734,0.473653,0.47439,0.130437,2.81294,2.8129,0.132331,0.137565,2.8002,2.80318,-2.85824,-3.45049,0.7236,-2.50662,0.385992,60.3877,0,0.000152608,-3.50244e-10,425.199,201.776,0.52587,6.46728,0.52587,0.184103,450.884,1,1
699,287,0,16,51.5351,798.91,0.560588,1.6074,0.498497,0.471106,0.129471,1.70235,1.7024,0.132243,0.101236,3.4146,3.40917,2.3975,2.18398,0.5427,1.56664,0.491507,77.5385,0,-0.000170811,-3.09489e-10,-292.419,135.586,0.688514,6.12436,0.688514,-0.158827,383.956,1,1
700,287,2,13,51.5351,2120.54,-0.813059,-0.585784,0.66752,0.370719,0.111904,1.0021,1.00196,0.112707,0.0380917,2.18445,2.17874,0.780051,0.401686,-0.7236,-0.626656,1.0778,43.328,1,-0.000170811,-3.09489e-10,102.795,-159.746,0.688514,6.12436,0.688514,-0.158827,383.956,1,1
