clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness,kurtosis,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
4623,1854,2,4,72.9889,67.909,-1.68246,2.84321,0.64473,0.273698,0.0975035,3.30371,3.30364,0.0987815,0.204593,3.5483,3.55057,-1.47349,3.01915,-1.6281,2.81995,-0.335175,5.64974,0,-0.000152287,-2.94464e-10,-645.932,306.929,0.602235,5.38064,0.602235,-0.902547,356.649,1,1
4624,1854,4,16,72.9889,451.149,0.240348,2.49396,0.282618,0.690627,0.150256,2.50551,2.50553,0.153573,0.117989,2.7026,2.69913,6.93326,6.86208,0.1809,2.19329,0.350413,290.261,0,-0.000152287,-2.94464e-10,-253.682,384.818,0.602235,5.38064,0.602235,-0.902547,356.649,1,1
4625,1854,8,11,72.9889,547.377,0.467256,-2.0839,0.467879,0.498945,0.122148,2.13565,2.13568,0.122152,0.00457409,0.118727,0.122713,-4.50357,0.169284,0.3618,-1.87997,0.406153,92.336,0,-0.000152287,-2.94464e-10,305.29,-264.11,0.602235,5.38064,0.602235,-0.902547,356.649,1,1
4626,1855,0,16,65.0531,2064.09,0.231178,-1.23353,0.597642,0.452736,0.123034,1.25501,1.25498,0.123326,0.0244634,1.12408,1.11694,-5.98176,1.23812,0.1809,-0.939984,1.30996,112.85,0,0.000159221,-3.5993e-10,141.398,-147.606,0.551205,5.31662,0.551205,-0.966557,383.666,1,1
4627,1855,6,15,65.0531,498.087,1.88819,-1.35708,0.346931,0.61958,0.134633,2.32528,2.32515,0.134766,0.0230312,0.565249,0.567539,-0.703863,-0.232605,1.809,-1.25331,0.385797,198.091,1,0.000159221,-3.5993e-10,348.422,-32.74,0.551205,5.31662,0.551205,-0.966557,383.666,1,1
4628,1856,2,15,84.9566,429.891,-1.99275,2.08114,0.321456,0.655259,0.150627,2.88136,2.88148,0.150792,0.031817,0.635179,0.632666,-1.02144,0.378604,-1.809,1.87997,0.149838,211.928,1,0.000174975,-3.79703e-10,-405.458,-173.692,0.613257,6.02329,0.613257,-0.259887,442.18,1,1
4629,1858,8,6,22.1247,141.415,-1.06147,1.89154,0.531259,0.441484,0.0864727,2.16902,2.16894,0.0866726,0.0294692,0.78195,0.778496,-1.84041,-0.514099,-1.0854,1.87997,0.151592,46.7405,0,-0.00014993,-2.92003e-10,-332.104,-232.954,0.591632,6.4736,0.591632,0.190413,363.535,1,1
4630,1858,9,9,22.1247,929.117,0.347567,0.697297,0.658311,0.29589,0.109376,0.779119,0.779186,0.1098,0.0273222,1.99962,2.00949,2.19488,-0.543704,0.3618,0.626656,0.756347,16.7084,0,-0.00014993,-2.92003e-10,-120.727,20.139,0.591632,6.4736,0.591632,0.190413,363.535,1,1
4631,1859,0,21,31.3006,1676.54,0.176084,-0.584674,0.58638,0.447973,0.156523,0.610614,0.610566,0.159316,0.0432085,4.07307,4.0581,-4.44189,1.63741,0.1809,-0.313328,1.70506,140.112,0,0.000166655,-3.6987e-10,27.1322,43.4412,0.580174,7.06717,0.580174,0.783993,391.353,1,1
4632,1859,6,10,31.3006,299.438,1.28626,-1.37682,0.486057,0.434423,0.130538,1.88417,1.88406,0.130951,0.0472498,1.43335,1.43706,-1.01812,-0.557708,1.0854,-1.25331,0.489004,50.0548,0,0.000166655,-3.6987e-10,34.4197,297.987,0.580174,7.06717,0.580174,0.783993,391.353,1,1
4633,1860,0,11,175.564,271.55,2.00482,-2.95168,0.401337,0.548545,0.11726,3.56815,3.56823,0.121858,0.220806,3.54591,3.54779,-1.68829,3.59064,1.9899,-2.81995,-0.0832281,108.396,1,-0.000141256,-2.82002e-10,375.922,485.833,0.553245,6.65735,0.553245,0.374163,455.849,1,1
4634,1860,1,44,175.564,10547.7,-1.30856,0.0982322,0.500549,0.614203,0.166522,1.31224,1.3121,0.168907,0.0627636,2.74223,2.74177,-0.12341,-0.524521,-1.0854,0,1.68947,524.563,1,-0.000141256,-2.82002e-10,35.9102,-140.155,0.553245,6.65735,0.553245,0.374163,455.849,1,1
4635,1860,2,5,175.564,103.023,2.51449,-2.94885,0.645739,0.358058,0.107779,3.87535,3.87544,0.10946,0.21691,3.21013,3.20854,-1.04774,-2.60624,2.3517,-2.81995,-0.00926336,15.4515,1,-0.000141256,-2.82002e-10,358.15,583.604,0.553245,6.65735,0.553245,0.374163,455.849,1,1
4636,1860,3,26,175.564,1633.68,2.5187,0.881258,0.282651,0.707437,0.166971,2.66842,2.66856,0.166995,0.0109872,0.234902,0.235903,0.354494,-0.0962442,1.809,0.626656,0.293456,317.764,0,-0.000141256,-2.82002e-10,-220.079,229.98,0.553245,6.65735,0.553245,0.374163,455.849,1,1
4637,1860,9,13,175.564,458.428,-2.02773,2.3546,0.36501,0.486896,0.152585,3.10738,3.10729,0.154295,0.15394,2.83771,2.83968,-1.05113,1.85067,-2.1708,2.50662,-0.297632,74.5604,0,-0.000141256,-2.82002e-10,-261.684,-411.066,0.553245,6.65735,0.553245,0.374163,455.849,1,1
4638,1861,1,11,34.9491,353.447,-0.799369,1.6105,0.354729,0.477383,0.166119,1.79798,1.7979,0.167801,0.0952018,3.04026,3.03533,-2.31562,-1.99444,-0.7236,1.25331,0.441919,69.7696,0,-0.000172785,-3.10593e-10,-312.359,-200.183,0.698062,6.5039,0.698062,0.220713,362.013,1,1
4639,1861,3,11,34.9491,381.545,-1.69503,-0.433342,0.437639,0.496478,0.134396,1.74955,1.74938,0.134493,0.018775,0.616334,0.614932,0.267146,0.161522,-1.2663,-0.313328,0.503105,92.2959,0,-0.000172785,-3.10593e-10,147.665,-244.12,0.698062,6.5039,0.698062,0.220713,362.013,1,1
4640,1861,8,6,34.9491,175.457,1.31287,-1.3115,0.493648,0.314821,0.124676,1.8557,1.85583,0.126283,0.128921,3.98723,3.98346,-0.868762,-1.41732,1.6281,-1.56664,-0.213784,11.1706,0,-0.000172785,-3.10593e-10,273.014,335.005,0.698062,6.5039,0.698062,0.220713,362.013,1,1
4641,1862,0,22,65.1263,1143.12,-1.32678,1.53387,0.400242,0.641414,0.16947,2.02808,2.02798,0.175474,0.149184,4.22184,4.21866,-1.34466,-2.07458,-1.0854,1.25331,0.614352,274.514,1,-0.000148954,-2.9095e-10,-209.351,-168.873,0.587267,6.32789,0.587267,0.0447027,455.411,1,1
4642,1862,3,30,65.1263,4226.37,0.653828,0.541017,0.559388,0.422173,0.171365,0.848641,0.848755,0.17178,0.0262613,1.76666,1.77307,0.880785,-0.289089,0.5427,0.313328,1.25858,91.5661,0,-0.000148954,-2.9095e-10,-58.5711,51.7732,0.587267,6.32789,0.587267,0.0447027,455.411,1,1
4643,1862,4,17,65.1263,849.592,2.02725,-0.950038,0.371023,0.621567,0.150439,2.23882,2.23896,0.150463,0.0101313,0.260882,0.259265,-0.463092,-0.09315,1.4472,-0.626656,0.38913,205.405,1,-0.000148954,-2.9095e-10,122.063,248.12,0.587267,6.32789,0.587267,0.0447027,455.411,1,1
4644,1862,5,8,65.1263,156.145,0.592228,-3.17121,0.340305,0.540987,0.120995,3.22603,3.22606,0.124093,0.168592,2.99822,2.99561,-4.14096,-5.96036,0.7236,-3.13328,0.0536565,108.343,0,-0.000148954,-2.9095e-10,579.647,120.15,0.587267,6.32789,0.587267,0.0447027,455.411,1,1
4645,1862,9,13,65.1263,221.86,1.80581,3.06975,0.320986,0.521742,0.197327,3.5615,3.56158,0.197332,0.0108014,0.17583,0.173765,1.68806,0.177812,1.809,3.13328,0.142477,95.231,1,-0.000148954,-2.9095e-10,-497.521,219.84,0.587267,6.32789,0.587267,0.0447027,455.411,1,1
4646,1863,1,10,118.068,190.542,0.580275,3.47138,0.288519,0.478854,0.163099,3.51954,3.51951,0.164235,0.150693,2.45115,2.45395,4.72858,6.03233,0.3618,3.13328,-0.382794,66.1657,0,0.000174476,-3.79156e-10,-561.301,204.168,0.611253,6.07132,0.611253,-0.211857,477.885,1,1
4647,1863,2,23,118.068,1594.74,-1.24063,-1.90627,0.298274,0.615035,0.181489,2.27443,2.27453,0.183183,0.0961972,2.42763,2.42395,1.40276,-1.37616,-0.9045,-1.56664,0.422516,194.237,1,0.000174476,-3.79156e-10,229.54,-198.37,0.611253,6.07132,0.611253,-0.211857,477.885,1,1
4648,1864,0,21,64.3268,1005.32,1.8611,1.21997,0.339081,0.665981,0.167747,2.22531,2.22543,0.167944,0.0280647,0.724578,0.722572,0.637576,0.276735,1.2663,0.939984,0.769921,331.468,0,-0.000142141,-2.83086e-10,-22.3607,271.854,0.557119,5.70469,0.557119,-0.578497,456.876,1,1
4649,1864,5,9,64.3268,189.792,-1.67426,-2.34208,0.415244,0.479134,0.128024,2.87898,2.87889,0.131986,0.200113,3.98357,3.98587,1.21124,-2.60486,-1.9899,-2.81995,0.0048307,57.2209,0,-0.000142141,-2.83086e-10,205.578,-431.63,0.557119,5.70469,0.557119,-0.578497,456.876,1,1
4650,1864,9,18,64.3268,570.571,-2.23982,1.72069,0.304251,0.680831,0.169512,2.82446,2.82434,0.170264,0.0684399,1.38678,1.38853,-0.730432,0.701901,-1.9899,1.56664,0.208979,261.289,1,-0.000142141,-2.83086e-10,-342.729,-87.7993,0.557119,5.70469,0.557119,-0.578497,456.876,1,1
4651,1867,0,6,154.056,156.408,3.28807,0.329605,0.527256,0.365699,0.109173,3.30455,3.30471,0.109788,0.109847,1.90454,1.90483,0.133942,-0.918785,3.0753,0.313328,-0.131835,18.0152,1,-0.000167438,-3.07368e-10,-362.616,473.679,0.672374,6.78701,0.672374,0.503823,398.836,1,1
4652,1867,4,25,154.056,7389.67,-0.269881,-1.0873,0.689118,0.393133,0.131429,1.12029,1.12025,0.133129,0.0641189,3.27288,3.28119,3.22795,-1.79218,-0.1809,-0.939984,1.60366,87.523,0,-0.000167438,-3.07368e-10,178.75,54.2732,0.672374,6.78701,0.672374,0.503823,398.836,1,1
4653,1867,5,12,154.056,294.292,-1.41738,2.99077,0.355769,0.564751,0.128424,3.30963,3.30956,0.1287,0.0506166,0.8737,0.876319,-2.02951,0.946771,-1.2663,2.81995,0.270088,126.075,1,-0.000167438,-3.07368e-10,-445.342,-519.818,0.672374,6.78701,0.672374,0.503823,398.836,1,1
4654,1867,7,12,154.056,469.155,-2.24454,-1.48684,0.383683,0.463853,0.152311,2.69234,2.6922,0.152563,0.0539344,1.14989,1.14792,0.691695,0.544738,-2.3517,-1.56664,0.313546,65.0007,1,-0.000167438,-3.07368e-10,468.777,-183.436,0.672374,6.78701,0.672374,0.503823,398.836,1,1
4655,1868,1,14,52.8737,558.733,1.35917,-1.5012,0.426189,0.53822,0.137583,2.02507,2.02495,0.137885,0.0354472,0.999238,1.00303,-1.06651,-0.42812,1.0854,-1.25331,0.63322,127.013,0,0.000180589,-3.85506e-10,19.3881,328.827,0.636022,7.16333,0.636022,0.880153,390.703,1,1
4656,1868,3,15,52.8737,1241.5,1.49331,-0.0384862,0.570239,0.461164,0.120049,1.4938,1.49362,0.121756,0.0681517,2.61541,2.61523,-0.0715359,0.566657,1.0854,0,0.743401,81.9952,0,0.000180589,-3.85506e-10,-157.61,140.727,0.636022,7.16333,0.636022,0.880153,390.703,1,1
4657,1868,9,10,52.8737,223.767,1.95609,1.88259,0.366055,0.483171,0.133241,2.71486,2.71473,0.133425,0.0408955,0.865797,0.863154,0.991963,-0.479122,2.1708,1.87997,-0.420064,78.0109,0,0.000180589,-3.85506e-10,-489.501,-88.8497,0.636022,7.16333,0.636022,0.880153,390.703,1,1
4658,1869,0,19,84.4305,3404.9,0.475728,-0.855592,0.77957,0.412843,0.0851637,0.978956,0.97904,0.0866368,0.0385553,2.24812,2.25693,-1.97736,0.705569,0.3618,-0.626656,2.30242,182.541,0,-0.000172257,-3.10306e-10,134.095,152.634,0.695501,6.7533,0.695501,0.470113,351.174,1,1
4659,1869,4,10,84.4305,258.855,0.876077,-2.44978,0.341546,0.550883,0.126869,2.60172,2.60178,0.128826,0.108566,2.38795,2.39152,-3.21263,3.02435,0.7236,-1.87997,0.257755,120.171,0,-0.000172257,-3.10306e-10,440.624,405.134,0.695501,6.7533,0.695501,0.470113,351.174,1,1
4660,1869,7,12,84.4305,244.974,-1.47854,-2.34343,0.279952,0.506776,0.188039,2.77087,2.77078,0.195952,0.324546,6.7296,6.72659,2.09471,6.24947,-1.2663,-2.19329,0.107312,71.3285,1,-0.000172257,-3.10306e-10,603.809,0.720688,0.695501,6.7533,0.695501,0.470113,351.174,1,1
4661,1869,8,6,84.4305,246.278,2.44669,0.809002,0.43273,0.405967,0.105085,2.57697,2.57713,0.105584,0.0673809,1.49941,1.49821,0.301863,0.584046,2.7135,0.939984,-0.0650373,32.6985,0,-0.000172257,-3.10306e-10,-395.934,327.566,0.695501,6.7533,0.695501,0.470113,351.174,1,1
4662,1870,8,4,24.352,70.488,-2.07958,1.28275,0.704049,0.234022,0.118065,2.44338,2.44324,0.119144,0.193481,4.54411,4.54205,-0.732205,-1.98942,-2.1708,1.25331,0.419896,3.35738,1,-0.000167331,-3.07295e-10,-420.925,-2.62711,0.671865,5.37396,0.671865,-0.909227,392.417,1,1
4663,1871,1,6,64.2342,107.206,-1.6937,-2.43772,0.518618,0.351474,0.116828,2.96835,2.96827,0.119095,0.207086,3.99827,4.00058,1.24422,-2.73951,-1.809,-2.50662,-0.0348362,16.2319,0,-0.000145649,-2.87249e-10,592.025,-66.3287,0.572566,6.69476,0.572566,0.411573,367.382,1,1
4664,1871,4,19,64.2342,725.747,1.38187,-1.66152,0.419978,0.655123,0.157251,2.16107,2.16116,0.157447,0.0267045,0.710964,0.707995,-1.17247,-0.34264,1.0854,-1.25331,0.875352,328.008,1,-0.000145649,-2.87249e-10,170.984,288.696,0.572566,6.69476,0.572566,0.411573,367.382,1,1
4665,1872,1,17,36.2906,1733.49,0.382887,0.217379,0.536985,0.297065,0.191617,0.440291,0.440146,0.191998,0.0234463,3.06422,3.05355,0.640743,-0.231781,0.1809,0.313328,1.03175,21.0788,0,0.000166019,-3.69063e-10,10.2878,39.7144,0.577674,5.39347,0.577674,-0.889707,435.466,1,1
4666,1872,6,8,36.2906,132.141,-2.72594,-0.310715,0.324941,0.658375,0.106862,2.74359,2.74375,0.127695,0.295233,6.17749,6.1771,0.00567748,-2.44808,-3.0753,-0.313328,0.166296,190.517,0,0.000166019,-3.69063e-10,-291.518,-288.977,0.577674,5.39347,0.577674,-0.889707,435.466,1,1
4667,1872,7,7,36.2906,205.074,-0.884564,2.01717,0.513566,0.404211,0.163375,2.2026,2.20267,0.165518,0.158147,4.11332,4.11727,-2.81378,-3.91203,-1.0854,2.50662,-0.0832998,28.3897,0,0.000166019,-3.69063e-10,-341.88,209.048,0.577674,5.39347,0.577674,-0.889707,435.466,1,1
4668,1873,1,16,68.6606,2927.88,-0.847706,-0.398138,0.710163,0.352352,0.11783,0.936547,0.936398,0.118896,0.0447938,2.73759,2.74187,0.412583,-0.401233,-0.5427,-0.313328,1.15466,35.5392,0,-0.000164455,-3.0525e-10,173.374,-44.3192,0.658269,7.08181,0.658269,0.798623,338.936,1,1
4669,1873,6,8,68.6606,198.275,0.988486,2.01276,0.36121,0.391163,0.148518,2.24239,2.24246,0.165645,0.454562,11.699,11.6953,1.28663,6.1438,0.7236,1.87997,0.13717,25.8236,0,-0.000164455,-3.0525e-10,-488.596,-221.087,0.658269,7.08181,0.658269,0.798623,338.936,1,1
4670,1873,7,13,68.6606,2239.24,-0.583736,0.459576,0.695281,0.293604,0.129384,0.742939,0.74281,0.130799,0.0540825,4.18313,4.17529,-0.913015,-0.608486,-0.5427,0.313328,1.15408,21.2332,1,-0.000164455,-3.0525e-10,-2.78265,-113.969,0.658269,7.08181,0.658269,0.798623,338.936,1,1
4671,1873,8,12,68.6606,204.01,-2.12771,2.07009,0.261992,0.61975,0.166678,2.96857,2.96846,0.166844,0.0369923,0.716241,0.714027,-0.997552,-0.43462,-2.5326,2.50662,0.259585,170.844,1,-0.000164455,-3.0525e-10,-48.1753,-551.883,0.658269,7.08181,0.658269,0.798623,338.936,1,1
4672,1873,9,8,68.6606,138.281,0.125606,3.03456,0.39317,0.464867,0.115762,3.03716,3.03717,0.11595,0.0445481,0.843524,0.840425,17.8096,6.61331,0.1809,3.4466,-0.141918,54.2845,0,-0.000164455,-3.0525e-10,-501.472,-482.442,0.658269,7.08181,0.658269,0.798623,338.936,1,1
4673,1874,0,19,88.4059,637.508,1.69397,-2.24342,0.354883,0.630799,0.147215,2.81113,2.81101,0.148676,0.095297,1.94581,1.94277,-1.42233,1.37609,1.4472,-1.87997,0.349758,229.462,1,0.000186845,-3.91122e-10,433.507,-65.1966,0.661849,5.58819,0.661849,-0.694987,443.208,1,1
4674,1874,1,10,88.4059,185.247,-3.04979,-1.31462,0.328232,0.490782,0.143507,3.32106,3.32124,0.148596,0.272853,4.71366,4.71239,0.336633,-2.38774,-3.4371,-1.56664,-0.131714,61.508,1,0.000186845,-3.91122e-10,-107.418,-534.109,0.661849,5.58819,0.661849,-0.694987,443.208,1,1
4675,1875,1,7,56.0742,119.563,2.98966,-0.614273,0.458679,0.450405,0.127294,3.05212,3.05195,0.14659,0.513534,9.68626,9.68692,-0.033601,-4.26051,3.2562,-0.626656,-0.29369,45.9778,1,0.000174573,-3.79261e-10,378.099,376.656,0.611643,5.73184,0.611643,-0.551337,358.387,1,1
4676,1875,9,9,56.0742,231.967,-0.618239,-2.35947,0.471403,0.438064,0.125321,2.43912,2.43917,0.126639,0.105916,2.48476,2.48873,4.62595,4.14984,-0.5427,-2.19329,0.100468,45.9957,0,0.000174573,-3.79261e-10,343.125,-331.836,0.611643,5.73184,0.611643,-0.551337,358.387,1,1
4677,1876,2,11,27.7107,1282.74,0.745755,0.599855,0.737644,0.31484,0.106246,0.957066,0.956929,0.107685,0.0566515,3.4006,3.39397,0.907138,-0.635556,0.7236,0.626656,1.12135,28.5466,0,0.000176434,-3.8128e-10,-86.4206,149.401,0.619138,6.02365,0.619138,-0.259527,349.73,1,1
4678,1876,4,8,27.7107,192.04,0.184039,-1.90657,0.520845,0.368172,0.135462,1.91543,1.91542,0.137361,0.127352,3.80703,3.81228,-6.09288,-6.51117,0.1809,-1.56664,-0.131106,21.5076,0,0.000176434,-3.8128e-10,392.772,-74.8155,0.619138,6.02365,0.619138,-0.259527,349.73,1,1
4679,1876,6,12,27.7107,1171.88,-0.399244,-0.792295,0.730032,0.303403,0.117982,0.887202,0.887281,0.124283,0.124019,8.02458,8.03476,2.95109,3.19993,-0.3618,-0.626656,1.21057,25.2074,0,0.000176434,-3.8128e-10,129.307,-91.6715,0.619138,6.02365,0.619138,-0.259527,349.73,1,1
4680,1877,1,13,32.8535,1213.2,0.855903,0.237186,0.578844,0.312776,0.146994,0.88816,0.888324,0.14717,0.0231661,1.49729,1.49435,0.249175,0.198316,0.9045,0.313328,0.596747,18.8637,0,-0.000170323,-3.092e-10,-105.363,57.9592,0.686167,6.99817,0.686167,0.714983,374.752,1,1
4681,1877,3,9,32.8535,243.622,-1.59991,1.20769,0.493079,0.524458,0.151978,2.00456,2.00442,0.15354,0.0872419,2.49164,2.49457,-0.688713,0.877391,-1.2663,0.939984,0.244761,104.726,1,-0.000170323,-3.092e-10,-7.64359,-355.332,0.686167,6.99817,0.686167,0.714983,374.752,1,1
4682,1878,1,18,66.8616,683.667,-2.00938,-1.38385,0.328422,0.743412,0.147147,2.43981,2.43968,0.148507,0.0671413,1.5749,1.57701,0.648912,-0.662818,-1.809,-1.25331,0.168749,342.469,1,-0.000158408,-3.00306e-10,148.345,-275.588,0.630134,6.07351,0.630134,-0.209677,553.193,1,1
4683,1879,2,11,128.766,277.778,-2.70372,1.21034,0.383418,0.517133,0.135794,2.96226,2.96243,0.142219,0.250911,4.8572,4.85864,-0.5537,-2.37732,-2.8944,1.25331,0.0524596,104.026,1,0.000182531,-3.87347e-10,-476.318,-283.195,0.643986,5.74833,0.643986,-0.534847,353.236,1,1
4684,1879,6,4,128.766,101.7,3.15588,-0.782479,0.595733,0.241672,0.114943,3.25143,3.25126,0.129215,0.902813,16.1226,16.1219,-0.578466,8.64916,2.8944,-0.626656,0.0489757,3.27152,1,0.000182531,-3.87347e-10,470.105,428.796,0.643986,5.74833,0.643986,-0.534847,353.236,1,1
4685,1879,9,11,128.766,402.501,-2.75419,-0.4526,0.305475,0.527282,0.143531,2.79113,2.79131,0.14523,0.121865,2.50286,2.50225,0.11976,-1.01789,-2.3517,-0.313328,0.284649,85.8878,0,0.000182531,-3.87347e-10,-160.794,-459.625,0.643986,5.74833,0.643986,-0.534847,353.236,1,1
4686,1880,7,8,52.963,189.89,-2.92169,-0.353093,0.456638,0.523776,0.0983475,2.94294,2.94313,0.102014,0.155066,3.0206,3.02017,0.0676527,-1.28883,-3.0753,-0.313328,-0.0344143,88.9008,0,0.00018703,-3.91275e-10,294.141,-341.686,0.662623,6.85912,0.662623,0.575943,398.181,1,1
4687,1881,6,7,160.709,147.115,-2.70842,-2.03309,0.551235,0.298229,0.15897,3.38659,3.38648,0.16025,0.271316,4.59392,4.59531,0.632173,-2.66084,-2.5326,-1.87997,-0.196276,9.2392,0,-0.000136483,-2.75903e-10,271.117,-545.871,0.532508,6.02605,0.532508,-0.257137,417.135,1,1
4688,1882,1,16,48.9041,759.799,1.08554,1.84719,0.434037,0.609739,0.111904,2.14255,2.14245,0.113837,0.074671,2.00158,1.99734,1.84637,-1.30292,0.9045,1.56664,0.914378,260.409,0,0.000183969,-3.88654e-10,-125.424,290.2,0.649912,5.54632,0.649912,-0.736857,442.694,1,1
4689,1882,5,12,48.9041,315.071,2.64159,1.05997,0.287542,0.548322,0.144717,2.84632,2.84615,0.144721,0.0052563,0.104435,0.105815,0.399148,0.0463194,2.3517,0.939984,-0.0839027,103.975,0,0.000183969,-3.88654e-10,102.018,372.903,0.649912,5.54632,0.649912,-0.736857,442.694,1,1
4690,1882,6,15,48.9041,400.322,-2.27211,0.661099,0.358067,0.520777,0.153079,2.36633,2.36651,0.153156,0.0231089,0.560744,0.559499,-0.280377,0.199433,-2.1708,0.626656,0.14,105.824,1,0.000183969,-3.88654e-10,-283.68,-143.856,0.649912,5.54632,0.649912,-0.736857,442.694,1,1
4691,1882,8,18,48.9041,583.372,0.54263,2.36686,0.354883,0.67486,0.148868,2.42826,2.42822,0.148927,0.015499,0.369945,0.365713,4.49487,-0.598642,0.5427,2.19329,0.551524,327.972,0,0.000183969,-3.88654e-10,-215.391,282.24,0.649912,5.54632,0.649912,-0.736857,442.694,1,1
4692,1882,9,18,48.9041,2389.91,-0.275227,1.22395,0.701509,0.422493,0.115316,1.25451,1.25455,0.11566,0.0275167,1.26499,1.25679,-4.02929,0.953379,-0.1809,0.939984,1.35675,87.7918,0,0.000183969,-3.88654e-10,-170.708,106.498,0.649912,5.54632,0.649912,-0.736857,442.694,1,1
4693,1883,7,9,58.6909,394.279,0.691983,1.77337,0.47403,0.444675,0.10356,1.9036,1.90353,0.104923,0.0742064,2.22872,2.23416,2.29493,1.53664,0.7236,1.87997,-0.039393,48.857,0,0.000193833,-3.96258e-10,-430.178,93.5706,0.691332,6.36063,0.691332,0.0774527,330.77,1,1
4694,1883,9,15,58.6909,2110.04,-0.954067,0.244831,0.583576,0.34005,0.138156,0.98498,0.985168,0.139088,0.0509649,2.96816,2.96536,-0.202079,0.431461,-0.9045,0.313328,1.03263,35.4578,0,0.000193833,-3.96258e-10,-43.2854,-168.815,0.691332,6.36063,0.691332,0.0774527,330.77,1,1
4695,1884,0,5,22.4257,73.39,0.882276,1.74537,0.519499,0.28008,0.126168,1.9557,1.95577,0.142482,0.517792,15.3481,15.3522,4.92917,-21.588,0.9045,1.56664,-0.311813,8.46291,0,-0.000154696,-2.96862e-10,-219.844,333.33,0.613149,5.67266,0.613149,-0.610527,289.407,1,1
4696,1884,8,5,22.4257,92.591,0.927253,1.48107,0.663995,0.253184,0.122255,1.74739,1.74747,0.123736,0.150442,4.94308,4.93878,1.32741,2.07487,0.9045,1.56664,0.17253,4.26065,0,-0.000154696,-2.96862e-10,-160.107,319.079,0.613149,5.67266,0.613149,-0.610527,289.407,1,1
4697,1884,9,26,22.4257,1116.52,-0.779456,-1.52215,0.305797,1.06348,0.145304,1.71011,1.71004,0.147396,0.0401656,1.3505,1.34589,2.07179,0.768836,-0.3618,-0.626656,0.586541,1856.01,1,-0.000154696,-2.96862e-10,71.8006,-113.451,0.613149,5.67266,0.613149,-0.610527,289.407,1,1
4698,1886,4,14,160.921,828.825,-0.386201,-2.72626,0.349798,0.676976,0.119118,2.75347,2.75345,0.119493,0.0391152,0.810578,0.813964,6.40529,-2.09392,-0.3618,-2.50662,0.407155,276.324,0,-0.000164392,-3.05203e-10,450.095,200.314,0.65797,6.80885,0.65797,0.525663,419.791,1,1
4699,1886,5,26,160.921,4033.02,0.35929,-1.47852,0.543584,0.530548,0.147392,1.52155,1.52159,0.147398,0.00394951,0.142705,0.14872,-4.16025,0.134453,0.3618,-1.25331,1.12703,182.092,0,-0.000164392,-3.05203e-10,191.817,165.603,0.65797,6.80885,0.65797,0.525663,419.791,1,1
4700,1887,8,36,70.4816,5260.93,-0.693464,0.549122,0.497336,0.508274,0.178605,0.88455,0.884679,0.178916,0.0196083,1.27667,1.27002,-0.756223,0.204882,-0.5427,0.313328,1.22812,187.552,1,0.000165331,-3.68175e-10,-36.3787,-59.6083,0.574974,6.51775,0.574974,0.234573,412.601,1,1
4701,1888,0,6,21.2051,223.574,0.81439,-1.37287,0.593074,0.394712,0.0720006,1.59624,1.59633,0.0734529,0.0597827,2.15153,2.14623,-1.55002,-0.916598,0.7236,-1.25331,0.518719,35.5945,0,-0.000171685,-3.09992e-10,345.582,56.3559,0.692733,6.02131,0.692733,-0.261877,325.84,1,1
4702,1888,3,8,21.2051,603.338,-0.932381,-0.167229,0.621178,0.288164,0.133414,0.947259,0.94709,0.138562,0.13874,8.42546,8.42362,0.336415,1.21425,-0.7236,0,0.621457,10.8478,0,-0.000171685,-3.09992e-10,-5.86698,-181.353,0.692733,6.02131,0.692733,-0.261877,325.84,1,1
4703,1889,2,33,89.4592,4210.54,-0.371258,-1.33518,0.523511,0.623884,0.140527,1.38584,1.3858,0.140651,0.0134738,0.550955,0.557084,3.46686,-0.398698,-0.1809,-0.939984,1.5462,515.538,1,-0.000153861,-2.96044e-10,194.576,-21.4864,0.609356,6.40764,0.609356,0.124453,457.851,1,1
4704,1889,4,16,89.4592,560.991,-2.56248,1.51141,0.330672,0.582565,0.183254,2.97501,2.97488,0.186588,0.188888,3.6389,3.6404,-0.507203,1.75553,-2.1708,1.25331,0.487219,158.812,1,-0.000153861,-2.96044e-10,-175.484,-318.401,0.609356,6.40764,0.609356,0.124453,457.851,1,1
4705,1890,5,13,43.6343,413.471,2.20424,0.327042,0.415449,0.631756,0.11743,2.22837,2.22852,0.117533,0.0176724,0.453815,0.454366,0.156474,-0.148131,1.9899,0.313328,0.570473,233.376,0,-0.000146139,-2.87811e-10,-164.34,276.507,0.574738,6.63259,0.574738,0.349403,359.149,1,1
4706,1890,8,15,43.6343,491.962,0.0139116,-2.08586,0.384064,0.559058,0.160083,2.0859,2.0859,0.161258,0.0756776,2.07516,2.07917,33.8323,-21.1983,0,-1.87997,-0.40034,135.497,0,-0.000146139,-2.87811e-10,329.777,116.528,0.574738,6.63259,0.574738,0.349403,359.149,1,1
